experiment_name,run_uuid,run_name,status,function,model_arch,n_params,best_val_loss,final_test_loss,hessian_trace,critical_sharpness,grad_cosine_sim,grad_noise_scale,train_per_param
sweep-ackley-v3-ratio,bebcfcfb4f13441e8d370b883b226f23,trial014_fourier_h12_b1_f32_s14.4_lr2.9e-02_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,1105.0,6.223029136657715,7.712854862213135,488.768798828125,0.1283018479916302,-0.3322007358074188,0.03132424586028259,7.239819004524887
sweep-ackley-v3-ratio,c092c6129f4942d68d6ce0ffee345a78,trial541_fourier_h12_b0_f24_s1.0_lr5.8e-03_bs128,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,601.0,0.0615256130695343,0.0628013089299202,380.1239318847656,0.09345514428574685,-0.0211122278124094,0.016471424637990412,13.311148086522463
sweep-bukin-v3-ratio,c0b1ef2cf39d4d2287bd57b614d34bc6,trial166_fourier_h12_b1_f16_s1.1_lr2.6e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,8.976232528686523,11.53962516784668,81954.703125,0.03493168275447191,-0.9079306721687317,1187.9217906047002,11.095700416088766
sweep-peaks-v3-ratio,c0dcd1c2fb64439fa65340fe9b015538,trial044_siren_h20_l3_w16_lr3.3e-05_bs128,FINISHED,peaks_n20000_k3_ss5_seed42_train,siren,921.0,0.0037498599849641323,0.003822553902864456,67521.828125,0.0013170193562065395,-0.18457378447055817,0.002839654840704612,8.686210640608035
sweep-bukin-v3-ratio,c24ec6bae7824b46a9a419708ae2811e,trial023_fourier_h12_b1_f16_s20.3_lr3.7e-03_bs32,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,2167.97900390625,2152.834716796875,140389.0625,0.24358252485277956,-0.28344929218292236,25665.76099296148,11.095700416088766
sweep-ackley-v3-ratio,c31df2fe44fa43459b5cfb87219c3d2c,trial083_fourier_h12_b2_f32_s1.8_lr9.1e-03_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,1417.0,0.02427620440721512,0.026199014857411385,403.31622314453125,0.0062556970282784796,-0.7740130424499512,0.001228063041926237,5.6457304163726185
sweep-levy-v3-ratio,c3a1a4ad347b402f904114f0f8e00672,trial084_fourier_h12_b2_f20_s1.1_lr1.0e-02_bs256,FINISHED,levy_n20000_k3_ss6_seed42_train,fourier,1129.0,0.6526849269866943,0.7701866626739502,6162.14599609375,0.08551161661417325,0.3234982490539551,0.24808222678429123,7.085916740478299
sweep-bukin-v3-ratio,c47978063e874820abba8b955c5dc342,trial178_fourier_h12_b1_f16_s1.0_lr2.9e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,15.936670303344727,31.74393081665039,30470.26171875,0.04410886362067133,0.758493185043335,1507.1528607376324,11.095700416088766
sweep-bukin-v3-ratio,c49b006b494942cfb374c2bff94c7b94,trial047_fourier_h12_b1_f8_s5.8_lr9.4e-04_bs128,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,529.0,154.02105712890625,152.7625274658203,553819.8125,0.0356399426992255,-0.0776338055729866,1380.930323446551,15.122873345935728
sweep-eggholder-v3-ratio,c54a0cfcc8f845cebcf0210dbc0f1184,trial091_mlp_h12_b2_relu_lr5.1e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,28498.59375,26075.607421875,54768576.0,0.06379348955664853,-0.10536249727010727,83074874.86075835,11.887072808320951
sweep-ackley-v3-ratio,c560232a828043948d15dfb2cb9e811f,trial064_fourier_h12_b2_f16_s1.1_lr1.8e-02_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,1033.0,0.06726697087287903,0.14320161938667297,2061.31396484375,0.03544610078162912,0.809187114238739,0.011365610229981898,7.744433688286544
sweep-franke-v3-ratio,c6243055d2634691a66f080d33d4102c,trial121_siren_h16_l3_w17_lr1.2e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,609.0,9.447902266401798e-05,0.00010082480730488896,2272.765380859375,0.0007320585158589974,-0.504698634147644,0.017057337957200838,13.136288998357964
sweep-peaks-v3-ratio,c6af5bcbd3a34b1c9c0060aa6da46619,trial067_siren_h24_l3_w18_lr2.6e-05_bs64,FINISHED,peaks_n20000_k3_ss5_seed42_train,siren,1297.0,0.0038236083928495646,0.003930672537535429,42199.984375,0.002319729929792906,0.21147702634334564,0.004306356640778862,6.168080185042405
sweep-bukin-v3-ratio,c7cb7db953d248c6b5d19004d08da196,trial065_fourier_h12_b1_f12_s3.3_lr1.5e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,719.4028930664062,773.1885375976562,215378.234375,0.11640446927197697,-0.6980835795402527,10109.235655847766,12.8
sweep-franke-v3-ratio,c94dbbf27efa48ff84a118db702428bc,trial062_siren_h20_l3_w13_lr1.8e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,921.0,9.296798089053482e-05,0.00010514632595004514,978.0299682617188,0.0010200182129874377,0.09866049140691757,7.144298572189373e-06,8.686210640608035
sweep-levy-v3-ratio,ca0cdfbd64ac4c17bba636fe7aa35a39,trial013_fourier_h12_b1_f32_s1.1_lr2.4e-02_bs256,FINISHED,levy_n20000_k3_ss6_seed42_train,fourier,1105.0,0.8052651882171631,1.0463734865188599,2306.9736328125,0.0455676891363357,0.5490410923957825,0.1828092042581019,7.239819004524887
sweep-franke-v3-ratio,ca0fb18db1b1407bb12080c59d8ca36c,trial126_siren_h16_l3_w19_lr8.0e-05_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,609.0,0.00010165466665057465,0.00010278698027832434,2765.462158203125,0.0008620496424451482,0.6079041957855225,0.01459439067520988,13.136288998357964
sweep-levy-v3-ratio,ca83f3ef103e480380bf4d9bb483ae2d,trial014_fourier_h12_b1_f32_s14.4_lr2.9e-02_bs256,FINISHED,levy_n20000_k3_ss6_seed42_train,fourier,1105.0,252.43052673339844,294.5213317871094,5847.09814453125,0.689164212069328,0.004426076542586088,11.182504463977276,7.239819004524887
sweep-franke-v3-ratio,ca8733b85dd04f5b826646d5f4c8cb64,trial098_siren_h20_l2_w18_lr1.2e-04_bs32,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,501.0,0.00010790781379910186,0.00013003677304368466,1861.0543212890625,0.00249353183468255,0.31259462237358093,0.0014537121340408871,15.968063872255488
sweep-franke-v3-ratio,cf775196e6674b2b972582cf190131e9,trial005_fourier_h32_b0_f12_s28.3_lr6.3e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,fourier,833.0,0.0641331821680069,0.0643313005566597,101.1187744140625,0.10109573525023136,-0.3793146014213562,6.92119670839813e-05,9.603841536614645
sweep-franke-v3-ratio,cff4e1a6ab7f41c396cde22ae425bcf0,trial077_siren_h20_l3_w19_lr9.1e-05_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,921.0,0.00010798362200148404,0.00011296146112727001,9517.87890625,0.000725479792354185,0.4750499129295349,2.0712393994522077e-05,8.686210640608035
sweep-levy-v3-ratio,d0bfd416b6e0456c949c92e18721df78,trial046_mlp_h12_b3_relu_lr1.9e-03_bs256,FINISHED,levy_n20000_k3_ss6_seed42_train,mlp,985.0,1.9103853702545166,1.820656418800354,35282.125,0.0024238580117299548,0.7342552542686462,31.777266506410175,8.121827411167512
sweep-franke-v3-ratio,d0d5c72006694e3aba5781efae7a8721,trial133_siren_h16_l3_w17_lr1.1e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,609.0,0.00010230645420961082,9.762849367689341e-05,4259.57568359375,0.0007339288388715486,0.36085981130599976,0.01056356699423218,13.136288998357964
sweep-ackley-v3-ratio,d12b94e3172646a39c5649558cf4f53f,trial012_fourier_h12_b2_f8_s2.0_lr9.0e-03_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,841.0,0.11481558531522751,0.11756183207035065,1904.963623046875,0.04852984337542911,-0.34247469902038574,0.007124868271269617,9.512485136741974
sweep-eggholder-v3-ratio,d2f8e093d58d44d1a96f5c7970dba446,trial093_mlp_h12_b2_relu_lr5.6e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,19971.298828125,19285.078125,42196148.0,0.040295797979116046,-0.196644589304924,107532214.86815032,11.887072808320951
sweep-bukin-v3-ratio,d345db96c6de42789a71f01f92bcec1d,trial140_fourier_h12_b1_f12_s1.6_lr1.4e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,24.935626983642578,29.22568702697754,142550.578125,0.03037955355879632,0.70699143409729,913.3983700883703,12.8
sweep-eggholder-v3-ratio,d396c2e0937f44c899b726a8ba9973ad,trial027_fourier_h24_b0_f8_s12.4_lr3.3e-04_bs128,FINISHED,eggholder_n20000_k3_ss7_seed42_train,fourier,433.0,92019.140625,87006.671875,4444.9326171875,1.3330838507226477,0.05132439360022545,282.1624870771331,18.475750577367204
sweep-bukin-v3-ratio,d3dc521677454f7d80e05443447c7908,trial102_fourier_h12_b1_f12_s3.8_lr4.7e-03_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,133.23976135253906,137.84060668945312,310168.34375,0.08637320532338416,-0.5632933974266052,3803.0538149996805,12.8
sweep-ackley-v3-ratio,d43e4028288d4398aca7e92e854fca12,trial094_fourier_h12_b2_f24_s2.8_lr6.9e-03_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,1225.0,0.06241781637072563,0.06938926130533218,2809.8515625,0.015973953214890126,-0.17865321040153503,0.002386300624651188,6.530612244897959
sweep-franke-v3-ratio,d6351c9e7d5c4bc280bd1cde95038125,trial052_siren_h20_l3_w17_lr2.4e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,921.0,0.00010963535896735266,0.00011252689000684768,3297.483642578125,0.0009972163455120476,0.7349797487258911,2.2701490542793395e-05,8.686210640608035
sweep-franke-v3-ratio,d719fd318af04c66ba382873239140c1,trial072_siren_h20_l3_w13_lr1.7e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,921.0,9.626207611290738e-05,8.900041575543582e-05,1634.8973388671875,0.0006414281739567388,0.3715432286262512,5.942734887267081e-06,8.686210640608035
sweep-bukin-v3-ratio,d77a7109af34419a8d805daeec7fc29f,trial112_fourier_h12_b1_f12_s2.2_lr1.8e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,66.58423614501953,107.21627807617188,251796.65625,0.06054480064306084,0.3685498535633087,2005.079177095104,12.8
sweep-franke-v3-ratio,d82bfcfba6cd42a0aa065f6fd5e6f9e4,trial041_siren_h20_l3_w26_lr1.1e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,921.0,0.00013525680697057396,0.00013446612865664065,8225.837890625,0.000699689110814046,0.24459217488765717,2.8853261195133826e-05,8.686210640608035
sweep-bukin-v3-ratio,d85d28acc49343acbadb33abfc9c0f68,trial024_fourier_h12_b1_f16_s22.2_lr5.3e-03_bs32,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,2193.20458984375,2201.588134765625,62321.8125,0.19060217099308513,0.011838377453386784,28554.073427926684,11.095700416088766
sweep-ackley-v3-ratio,d86af2b451e94fd193b1ab70a9f3a71d,trial072_fourier_h12_b2_f16_s1.2_lr1.4e-02_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,1033.0,0.04851217567920685,0.05992940813302994,1009.0138549804688,0.013906772944809716,0.9356918931007385,0.006461857494535834,7.744433688286544
sweep-bukin-v3-ratio,d90af5ac38b84605aa5dfc3b3726d630,trial151_fourier_h12_b1_f12_s1.7_lr1.4e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,26.6120548248291,41.652706146240234,74369.59375,0.03231939442487841,0.7531195878982544,1159.8166750726602,12.8
sweep-bukin-v3-ratio,dbeff9b7e34d49f5b423aa9e80f43a58,trial022_fourier_h12_b1_f16_s19.9_lr2.3e-03_bs32,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,2202.927734375,2143.80029296875,162656.671875,0.5013834341815693,0.4843928813934326,38609.68185837219,11.095700416088766
sweep-levy-v3-ratio,dc80a751eef94260aee74b09ca6bfad2,trial010_fourier_h12_b2_f8_s1.4_lr4.7e-03_bs256,FINISHED,levy_n20000_k3_ss6_seed42_train,fourier,841.0,0.8218372464179993,0.881629467010498,18830.30078125,0.04339008347001064,0.7241308093070984,1.4527403585787364,9.512485136741974
sweep-bukin-v3-ratio,dcb8f20b800a4ababea660e4b70f0dd0,trial095_fourier_h12_b1_f12_s3.8_lr5.4e-03_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,171.7597198486328,178.09820556640625,524883.1875,0.0750051780304326,0.54594486951828,10006.015540185135,12.8
sweep-peaks-v3-ratio,df25e6a9fa0049d5b8671b56a31ee132,trial005_fourier_h32_b0_f12_s28.3_lr6.3e-04_bs128,FINISHED,peaks_n20000_k3_ss5_seed42_train,fourier,833.0,3.6186492443084717,3.7709991931915283,59.363792419433594,1.2940254112029614,-0.03654489666223526,0.0025052102937990306,9.603841536614645
sweep-bukin-v3-ratio,e0886ad76bcf457388c624cc51b0ea2b,trial019_fourier_h12_b0_f24_s17.5_lr1.4e-04_bs32,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,601.0,31956.513671875,31348.470703125,98.0,1.1735759273782314,1.0,2520.3087962546124,13.311148086522463
sweep-ackley-v3-ratio,e131c1ca416d4e69af86516868922b01,trial061_fourier_h12_b2_f16_s1.2_lr2.2e-02_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,1033.0,0.064276322722435,0.07331374287605286,571.4327392578125,0.01239734923332067,-0.7693282961845398,0.005230986925485341,7.744433688286544
sweep-peaks-v3-ratio,e1760e5b9cbe46d380c2f2d32e9412ec,trial046_fourier_h24_b0_f24_s28.3_lr1.4e-04_bs128,FINISHED,peaks_n20000_k3_ss5_seed42_train,fourier,1201.0,3.608273506164551,3.7383577823638916,35.62230682373047,1.1081250686385453,-0.03654048964381218,0.0016343124834279485,6.661115736885928
sweep-bukin-v3-ratio,e2c9cafb8e2246d3a3257ad8c589f8df,trial042_fourier_h12_b1_f8_s24.0_lr1.9e-03_bs128,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,529.0,2136.533203125,2107.597900390625,70280.5,0.1395785903593254,-0.12163615971803665,12182.271218423866,15.122873345935728
sweep-franke-v3-ratio,e30b8b75c6ca4fa2816da45960d7177a,trial057_siren_h20_l3_w12_lr2.3e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,921.0,9.590118133928627e-05,0.00011783642548834905,700.9263305664062,0.0015239268967907923,0.33968767523765564,1.0987057714080236e-05,8.686210640608035
sweep-franke-v3-ratio,e37e8467852544b1b15e0b6a2a937a1a,trial003_fourier_h16_b0_f24_s10.6_lr1.4e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,fourier,801.0,0.059400513768196106,0.05863194540143013,40.391571044921875,0.17473315367092662,-0.06509047746658325,5.6756574330398944e-05,9.987515605493133
sweep-levy-v3-ratio,e38da5a867ad4f36963030d4d3bdf4d1,trial031_fourier_h12_b2_f8_s1.1_lr4.7e-03_bs256,FINISHED,levy_n20000_k3_ss6_seed42_train,fourier,841.0,0.9683937430381775,1.2752796411514282,90860.859375,0.036948319751508286,0.746731162071228,4.927635303367582,9.512485136741974
sweep-ackley-v3-ratio,e4057116005c406882f3abe1df741937,trial003_fourier_h16_b0_f24_s10.6_lr1.4e-04_bs128,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,801.0,6.001944065093994,6.434826850891113,314.1427001953125,1.1771496668357162,0.23742805421352386,0.038981875239558726,9.987515605493133
sweep-bukin-v3-ratio,e445b7c6d5da4d5cb719e0a61bf6cb1f,trial168_fourier_h12_b1_f16_s1.0_lr3.0e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,8.84742259979248,77.5093765258789,76794.03125,0.06185711124911594,-0.23772582411766052,1788.9279875228826,11.095700416088766
sweep-eggholder-v3-ratio,e557b20e58dd4e09b5e3346db5edda80,trial052_mlp_h12_b2_relu_lr2.5e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,25372.060546875,24445.888671875,319779104.0,0.022107393909297585,0.5019140839576721,419793911.45503896,11.887072808320951
sweep-bukin-v3-ratio,e6824a168e214aee8df318afdc222d42,trial183_fourier_h12_b1_f16_s1.0_lr2.6e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,8.438339233398438,16.660541534423828,495164.5,0.014800857008402408,-0.9757249355316162,1374.7735182033562,11.095700416088766
sweep-ackley-v3-ratio,e78861bc769541bbacd26bc2405189af,trial015_mlp_h20_b1_gelu_lr2.6e-02_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,mlp,921.0,0.3258213698863983,0.3504681885242462,510.044921875,0.03222650896970767,0.0852644145488739,0.006655934596376935,8.686210640608035
sweep-levy-v3-ratio,e90c635324844eab99269ae577d49086,trial003_fourier_h16_b0_f24_s10.6_lr1.4e-04_bs128,FINISHED,levy_n20000_k3_ss6_seed42_train,fourier,801.0,249.50473022460938,263.8269348144531,-56.51367950439453,1.1771496668357162,-0.04083581641316414,1.1993516865536555,9.987515605493133
sweep-bukin-v3-ratio,eb519d4c09744e4982ec0461a80fd14d,trial048_fourier_h32_b0_f8_s4.3_lr2.4e-03_bs128,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,577.0,1119.456787109375,1063.7425537109375,8111.47314453125,1.4853807147622504,0.145536869764328,209.51726831171527,13.864818024263432
sweep-eggholder-v3-ratio,ec69144b163d4b689bdc1b3963509375,trial057_mlp_h12_b2_relu_lr2.3e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,29775.66015625,28532.671875,85689792.0,0.044389433727599875,-0.14899040758609772,162994994.77155834,11.887072808320951
sweep-ackley-v3-ratio,ec87869b75974210bb8b14d9eb32b0a2,trial081_fourier_h12_b2_f16_s1.0_lr1.7e-02_bs256,FINISHED,ackley_n20000_k3_ss5_seed42_train,fourier,1033.0,0.06758453696966171,0.06903994083404541,651.2058715820312,0.01184699584351986,0.9141115546226501,0.005460517096113662,7.744433688286544
sweep-bukin-v3-ratio,ed9cda9c8ca5445e9c01a412a961165f,trial069_fourier_h12_b1_f12_s11.9_lr2.3e-02_bs256,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,2215.171630859375,2166.95751953125,89085.8125,0.0762093404244498,-0.5867778062820435,6656.351250179285,12.8
sweep-bukin-v3-ratio,ef8b30d0afb74a0c9f4f6bb16b05eafd,trial156_fourier_h12_b1_f16_s1.6_lr1.9e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,40.320350646972656,55.410831451416016,69541.296875,0.04748983919222326,0.4134920835494995,1644.2443583969962,11.095700416088766
sweep-franke-v3-ratio,ef96b4439cea452780bbc87387cea844,trial018_siren_h20_l3_w25_lr1.1e-05_bs256,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,921.0,0.00019092086586169899,0.00017515798390377313,7189.71533203125,0.0004679067498479432,-0.03444885089993477,1.0070231513136256e-05,8.686210640608035
sweep-eggholder-v3-ratio,efaa8da47dcf46ccaeca170733310db6,trial067_mlp_h12_b2_relu_lr1.9e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,26745.6640625,27520.783203125,56629844.0,0.07761095335835458,-0.007237756624817848,185293675.4532426,11.887072808320951
sweep-bukin-v3-ratio,f10dd8d0400547f097c4239c666ceba6,trial066_fourier_h12_b1_f12_s6.3_lr1.3e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,988.1114501953125,1045.298828125,86817.65625,0.20536188943667708,0.3035137951374054,20140.50740897805,12.8
sweep-peaks-v3-ratio,f1b2e8863e124b509a2da84af6b1677a,trial028_siren_h24_l3_w23_lr8.0e-05_bs256,FINISHED,peaks_n20000_k3_ss5_seed42_train,siren,1297.0,0.00400032801553607,0.004149285610765219,74795.28125,0.001526386021843257,0.3386141061782837,0.00202991929755644,6.168080185042405
sweep-eggholder-v3-ratio,f3aa840840fb452badc1373ed0eb280b,trial064_mlp_h12_b2_relu_lr1.8e-03_bs64,FINISHED,eggholder_n20000_k3_ss7_seed42_train,mlp,673.0,25291.072265625,24836.52734375,106695760.0,0.05822901216279393,0.4724571108818054,293750628.2576648,11.887072808320951
sweep-bukin-v3-ratio,f4b406bada6d48e0aa071818887ea24c,trial159_fourier_h12_b1_f16_s1.7_lr2.4e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,13.596437454223633,33.417633056640625,32302.76953125,0.019721842340583034,0.9374661445617676,1475.049299541913,11.095700416088766
sweep-peaks-v3-ratio,f4c9ef514ceb44b9959de9969ca265c9,trial016_siren_h20_l3_w28_lr2.2e-04_bs128,FINISHED,peaks_n20000_k3_ss5_seed42_train,siren,921.0,0.005880856420844793,0.006624091882258654,60983.515625,0.00258590422006314,0.19220402836799622,0.012171639329429563,8.686210640608035
sweep-franke-v3-ratio,f93a3f97b31a4e9292422e7356fbcc85,trial061_siren_h20_l3_w11_lr2.7e-04_bs128,FINISHED,franke_n20000_k3_ss4_seed42_train,siren,921.0,0.00011187346535734832,0.00013652491907123476,955.5562744140625,0.0016659184203004986,-0.07654444873332977,1.3615910925667537e-05,8.686210640608035
sweep-bukin-v3-ratio,f9486b7e2697424eaa7cd672d92ade00,trial131_fourier_h12_b1_f12_s3.0_lr2.5e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,18.58625030517578,27.965709686279297,77779.015625,0.030047611186941436,-0.7871749997138977,1721.8623237949153,12.8
sweep-peaks-v3-ratio,fa63ce4aa85e4db390964d81d5594ef3,trial000_siren_h28_l2_w19_lr2.3e-05_bs128,FINISHED,peaks_n20000_k3_ss5_seed42_train,siren,925.0,0.003941146191209555,0.003949478734284639,15349.4619140625,0.0037233083334140445,0.10181441903114319,0.0010618936559145845,8.64864864864865
sweep-bukin-v3-ratio,fafd5a62105a4cf0a9109aa539ef8f51,trial074_fourier_h12_b1_f12_s3.3_lr5.9e-03_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,310.0216979980469,341.76544189453125,351337.40625,0.08323791696628516,0.5012521147727966,9159.214242233767,12.8
sweep-levy-v3-ratio,fbedf3ca4ac948829b4ce8a5ed42ce83,trial254_mlp_h12_b2_gelu_lr8.1e-03_bs32,FINISHED,levy_n20000_k3_ss6_seed42_train,mlp,673.0,1.7657257318496704,2.390976667404175,128842.0625,0.028483360856316538,0.9320369362831116,195.18590856770427,11.887072808320951
sweep-peaks-v3-ratio,fdc6ed45e9254393828811e3601a6fca,trial057_siren_h20_l4_w28_lr4.9e-05_bs64,FINISHED,peaks_n20000_k3_ss5_seed42_train,siren,1341.0,0.004382710438221693,0.004825660027563572,93180.9921875,0.0010856248942022638,0.5012837648391724,0.015631220535131832,5.965697240865026
sweep-bukin-v3-ratio,fee4900d09a14980b2dda8c3b0a66aa4,trial154_fourier_h12_b1_f16_s1.7_lr2.2e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,721.0,30.403823852539062,40.856231689453125,83811.5546875,0.022375748427506677,-0.8935269117355347,1234.243526436506,11.095700416088766
sweep-franke-v3-ratio,ff45ec30522b47cc97b4505433d7f877,trial119_fourier_h20_b0_f12_s24.1_lr6.8e-04_bs32,FINISHED,franke_n20000_k3_ss4_seed42_train,fourier,521.0,0.08525378257036209,0.08548156172037125,5.157303810119629,0.22724266308893365,0.12046625465154648,0.00011319788217862283,15.355086372360844
sweep-bukin-v3-ratio,ff80d2be20b240dfbc884d9c478095a0,trial119_fourier_h12_b1_f12_s2.2_lr2.1e-02_bs64,FINISHED,bukin_n20000_k3_ss8_seed42_train,fourier,625.0,14.373945236206055,17.52911949157715,49130.234375,0.02249335990639774,-0.6722196340560913,924.1368318413537,12.8
